Video Title,Comment,Processed_Comment,English_Translation,Tokenized_POS,NOUNS,Aspect_with_Sentiment,Compound_Terms
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"The actor who played the judge's role in the first scene had also acted in TVF's Sapne vs. Everyone, where he played a negative role. His acting in that series was so good that now I'm thinking of filing a case against that judge.😂",actor played judge role first scene also acted tvfs sapne v everyone played negative role acting series good im thinking filing case judge,Actor Played Judge Role First Scene also Accep Sapne vs Everyone Played Negative Role Acting Series Good Im Thinking Filing Case Judge,"[('Actor', 'NOUN'), ('Played', 'PROPN'), ('Judge', 'PROPN'), ('Role', 'PROPN'), ('First', 'PROPN'), ('Scene', 'PROPN'), ('also', 'ADV'), ('Accep', 'PROPN'), ('Sapne', 'PROPN'), ('vs', 'ADP'), ('Everyone', 'PRON'), ('Played', 'PROPN'), ('Negative', 'PROPN'), ('Role', 'PROPN'), ('Acting', 'PROPN'), ('Series', 'PROPN'), ('Good', 'PROPN'), ('I', 'PRON'), ('m', 'AUX'), ('Thinking', 'VERB'), ('Filing', 'PROPN'), ('Case', 'PROPN'), ('Judge', 'NOUN')]","['actor', 'everyone', 'judge']","{'Actor': 'Neutral', 'Judge': 'Neutral'}","['Played', 'Judge', 'Role', 'First', 'Accep', 'Played', 'Negative', 'Role', 'Acting', 'Series', 'Filing', 'Case']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Itna bhus reaction diya h sabne ki kyu hai ye no1 trending show,itna bhus reaction diya h sabne ki kyu hai ye trending show,Why did everyone have given this trending show,"[('Why', 'SCONJ'), ('did', 'AUX'), ('everyone', 'PRON'), ('have', 'AUX'), ('given', 'VERB'), ('this', 'DET'), ('trending', 'NOUN'), ('show', 'NOUN')]","['everyone', 'trending', 'show']","{'trending': 'Neutral', 'show': 'Neutral'}",[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,my father is a litigation director and this series is so relatable😭,father litigation director series relatable,Father Litigation Director Series Relatable,"[('Father', 'PROPN'), ('Litigation', 'PROPN'), ('Director', 'PROPN'), ('Series', 'PROPN'), ('Relatable', 'PROPN')]",[],{},"['Father', 'Litigation', 'Director', 'Series']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Tanmay Netflix YouTube ki Doana hai 🤣🤣🤣,tanmay netflix youtube ki doana hai,Tanmay Netflix is the couplet of YouTube,"[('Tanmay', 'PROPN'), ('Netflix', 'PROPN'), ('is', 'AUX'), ('the', 'DET'), ('couplet', 'NOUN'), ('of', 'ADP'), ('YouTube', 'PROPN')]",['couplet'],{'couplet': 'Neutral'},['Tanmay']
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Agar Netflix ne ye comment ko pin nahi kiya toh kal se Subscription band😂,agar netflix ne ye comment ko pin nahi kiya toh kal se subscription band,"If Netflix did not pin this comment, then the subscription closed from tomorrow","[('If', 'SCONJ'), ('Netflix', 'PROPN'), ('did', 'AUX'), ('not', 'PART'), ('pin', 'VERB'), ('this', 'DET'), ('comment', 'NOUN'), (',', 'PUNCT'), ('then', 'ADV'), ('the', 'DET'), ('subscription', 'NOUN'), ('closed', 'VERB'), ('from', 'ADP'), ('tomorrow', 'NOUN')]","['comment', 'subscription', 'tomorrow']","{'comment': 'Neutral', 'subscription': 'Neutral', 'tomorrow': 'Neutral'}",[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Nidhi razdan × Omar Abdullah,nidhi razdan omar abdullah,nidhi razdan omar abdullah,"[('nidhi', 'PROPN'), ('razdan', 'PROPN'), ('omar', 'PROPN'), ('abdullah', 'PROPN')]",[],{},"['nidhi', 'razdan', 'omar']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Tyagi ek vakeel hi nahi MP bhi hai❤😂,tyagi ek vakeel hi nahi mp bhi hai,Tyagi is not only a lawyer but also,"[('Tyagi', 'PROPN'), ('is', 'AUX'), ('not', 'PART'), ('only', 'ADV'), ('a', 'DET'), ('lawyer', 'NOUN'), ('but', 'CCONJ'), ('also', 'ADV')]",['lawyer'],{'lawyer': 'Neutral'},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Bassi should have been here 🥲🌚,basso,Basso,"[('Basso', 'NOUN')]",[],{'Basso': 'Neutral'},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Igragious kullu 😂😂😂,igragious kullu,igragious kullu,"[('igragious', 'PROPN'), ('kullu', 'PROPN')]",[],{},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Isse mast zindagi ho skti he kya jaha apko khud movie dekhne ka aur khud k h entertainment krane ka dusre ki or se paisa mile....,isse mast zindagi ho skti kya jaha apko khud movie dekhne ka aur khud k h entertainment krane ka dusre ki se paisa mile,Can this make a happy life where you get money from watching a movie yourself and you can entertain yourself.,"[('Can', 'AUX'), ('this', 'PRON'), ('make', 'VERB'), ('a', 'DET'), ('happy', 'ADJ'), ('life', 'NOUN'), ('where', 'SCONJ'), ('you', 'PRON'), ('get', 'VERB'), ('money', 'NOUN'), ('from', 'ADP'), ('watching', 'VERB'), ('a', 'DET'), ('movie', 'NOUN'), ('yourself', 'PRON'), ('and', 'CCONJ'), ('you', 'PRON'), ('can', 'AUX'), ('entertain', 'VERB'), ('yourself', 'PRON'), ('.', 'PUNCT')]","['life', 'money', 'movie']","{'life': 'Neutral', 'money': 'Neutral', 'movie': 'Neutral'}",[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Netflix using the same Open mouth Vishal for thumbnail,netflix using open mouth vishal thumbnail,Netflix Using Open Mouth Vishal Thumbnail,"[('Netflix', 'PROPN'), ('Using', 'VERB'), ('Open', 'PROPN'), ('Mouth', 'PROPN'), ('Vishal', 'PROPN'), ('Thumbnail', 'PROPN')]",[],{},"['Open', 'Mouth', 'Vishal']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,ab toh dekhna hi padega 😀💯👍🙄,ab toh dekhna hi padega,Now you have to see,"[('Now', 'ADV'), ('you', 'PRON'), ('have', 'VERB'), ('to', 'PART'), ('see', 'VERB')]",[],{},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,❤love  ❤ from  kashmir ❤,love kashmir,love kashmir,"[('love', 'VERB'), ('kashmir', 'PROPN')]",[],{},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Should've got bassi lawyer,shouldve got basso lawyer,Should've Got Bassi Lawyer,"[('Should', 'AUX'), (""'ve"", 'AUX'), ('Got', 'VERB'), ('Bassi', 'PROPN'), ('Lawyer', 'PROPN')]",[],{},['Bassi']
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"lol, Netflix paying Tanmya to hype it's substandard mediocre shows. and viewers falling for it miserably.",lol netflix paying tanmya hype substandard mediocre show viewer falling miserably,LOL NETFLIX Paying Tanmay Hype Substandard MediCre Show Viewer Failing Misrably,"[('LOL', 'PROPN'), ('NETFLIX', 'PROPN'), ('Paying', 'VERB'), ('Tanmay', 'PROPN'), ('Hype', 'PROPN'), ('Substandard', 'PROPN'), ('MediCre', 'PROPN'), ('Show', 'PROPN'), ('Viewer', 'PROPN'), ('Failing', 'VERB'), ('Misrably', 'ADV')]",[],{},"['LOL', 'Tanmay', 'Hype', 'Substandard', 'MediCre', 'Show']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,og gang's reaction (and ofcourse the show itself) successfully convinced me to finally watch the show. @netflixindia plz never stop inviting them for reactions,og gang reaction ofcourse show successfully convinced finally watch show netflixindia plz never stop inviting reaction,Og gang reaction ofcoures show successfully convined finally watch show netflixindia plz never stop inviting reaction,"[('Og', 'PROPN'), ('gang', 'NOUN'), ('reaction', 'NOUN'), ('ofcoures', 'NOUN'), ('show', 'VERB'), ('successfully', 'ADV'), ('convined', 'VERB'), ('finally', 'ADV'), ('watch', 'VERB'), ('show', 'NOUN'), ('netflixindia', 'NOUN'), ('plz', 'AUX'), ('never', 'ADV'), ('stop', 'VERB'), ('inviting', 'VERB'), ('reaction', 'NOUN')]","['gang', 'reaction', 'show', 'netflixindia', 'reaction']","{'gang': 'Neutral', 'reaction': 'Neutral', 'ofcoures': 'Neutral', 'show': 'Neutral', 'netflixindia': 'Neutral'}",['Og']
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,*no one can replace tanmay💯🔥*,one replace tanmay,One replace tanmay,"[('One', 'NUM'), ('replace', 'NOUN'), ('tanmay', 'NOUN')]","['replace', 'tanmay']","{'replace': 'Neutral', 'tanmay': 'Neutral'}",[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,When mismatched season 3 will come..... I am so excited for it can't wait,mismatched season come excited cant wait,Mismatched Season Come Excted Cant Wait,"[('Mismatched', 'VERB'), ('Season', 'PROPN'), ('Come', 'VERB'), ('Excted', 'PROPN'), ('Ca', 'AUX'), ('nt', 'PART'), ('Wait', 'VERB')]",[],{},"['Season', 'Come']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"under 20 commentss babyy
Netflix will like this if netflix loves tanmay",comment baby netflix like netflix love tanmay,Comment Baby Netflix Like Netflix Love Tanmay,"[('Comment', 'NOUN'), ('Baby', 'PROPN'), ('Netflix', 'PROPN'), ('Like', 'ADP'), ('Netflix', 'PROPN'), ('Love', 'PROPN'), ('Tanmay', 'PROPN')]",['comment'],{'Comment': 'Neutral'},"['Baby', 'Netflix', 'Love']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,12th here,th,Fold,"[('Fold', 'VERB')]",[],{},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Second 🥈,second,second,"[('second', 'ADV')]",[],{},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,👈👈👈👈👈👈 kahani video,kahani video,Story video,"[('Story', 'NOUN'), ('video', 'NOUN')]","['story', 'video']","{'Story': 'Neutral', 'video': 'Neutral'}",[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Nice show 😮😮😮😮,nice show,nice show,"[('nice', 'ADJ'), ('show', 'NOUN')]",['show'],{'show': 'Neutral'},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Tanmay's second channel,tanmays second channel,Tanmays Second Channel,"[('Tanmays', 'PROPN'), ('Second', 'PROPN'), ('Channel', 'PROPN')]",[],{},"['Tanmays', 'Second']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,First here,first,first,"[('first', 'ADV')]",[],{},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Tanmay bhai,tanmay bhai,tanmay bhai,"[('tanmay', 'PROPN'), ('bhai', 'PROPN')]",[],{},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Doggy,doggy,doggy,"[('doggy', 'PROPN')]",[],{},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,First,first,first,"[('first', 'ADV')]",[],{},[]
